dong_name,gu_name,2007-12-31T15:00:00.000Z,2008-01-31T15:00:00.000Z,2008-02-29T15:00:00.000Z,2008-03-31T15:00:00.000Z,2008-04-30T15:00:00.000Z,2008-05-31T15:00:00.000Z,2008-06-30T15:00:00.000Z,2008-07-31T15:00:00.000Z,2008-08-31T15:00:00.000Z,2008-09-30T15:00:00.000Z,2008-10-31T15:00:00.000Z,2008-11-30T15:00:00.000Z,2008-12-31T15:00:00.000Z,2009-01-31T15:00:00.000Z,2009-02-28T15:00:00.000Z,2009-03-31T15:00:00.000Z,2009-04-30T15:00:00.000Z,2009-05-31T15:00:00.000Z,2009-06-30T15:00:00.000Z,2009-07-31T15:00:00.000Z,2009-08-31T15:00:00.000Z,2009-09-30T15:00:00.000Z,2009-10-31T15:00:00.000Z,2009-11-30T15:00:00.000Z,2009-12-31T15:00:00.000Z,2010-01-31T15:00:00.000Z,2010-02-28T15:00:00.000Z,2010-03-31T15:00:00.000Z,2010-04-30T15:00:00.000Z,2010-05-31T15:00:00.000Z,2010-06-30T15:00:00.000Z,2010-07-31T15:00:00.000Z,2010-08-31T15:00:00.000Z,2010-09-30T15:00:00.000Z,2010-10-31T15:00:00.000Z,2010-11-30T15:00:00.000Z,2010-12-31T15:00:00.000Z,2011-01-31T15:00:00.000Z,2011-02-28T15:00:00.000Z,2011-03-31T15:00:00.000Z,2011-04-30T15:00:00.000Z,2011-05-31T15:00:00.000Z,2011-06-30T15:00:00.000Z,2011-07-31T15:00:00.000Z,2011-08-31T15:00:00.000Z,2011-09-30T15:00:00.000Z,2011-10-31T15:00:00.000Z,2011-11-30T15:00:00.000Z,2011-12-31T15:00:00.000Z,2012-01-31T15:00:00.000Z,2012-02-29T15:00:00.000Z,2012-03-31T15:00:00.000Z,2012-04-30T15:00:00.000Z,2012-05-31T15:00:00.000Z,2012-06-30T15:00:00.000Z,2012-07-31T15:00:00.000Z,2012-08-31T15:00:00.000Z,2012-09-30T15:00:00.000Z,2012-10-31T15:00:00.000Z,2012-11-30T15:00:00.000Z,2012-12-31T15:00:00.000Z,2013-01-31T15:00:00.000Z,2013-02-28T15:00:00.000Z,2013-03-31T15:00:00.000Z,2013-04-30T15:00:00.000Z,2013-05-31T15:00:00.000Z,2013-06-30T15:00:00.000Z,2013-07-31T15:00:00.000Z,2013-08-31T15:00:00.000Z,2013-09-30T15:00:00.000Z,2013-10-31T15:00:00.000Z,2013-11-30T15:00:00.000Z,2013-12-31T15:00:00.000Z,2014-01-31T15:00:00.000Z,2014-02-28T15:00:00.000Z,2014-03-31T15:00:00.000Z,2014-04-30T15:00:00.000Z,2014-05-31T15:00:00.000Z,2014-06-30T15:00:00.000Z,2014-07-31T15:00:00.000Z,2014-08-31T15:00:00.000Z,2014-09-30T15:00:00.000Z,2014-10-31T15:00:00.000Z,2014-11-30T15:00:00.000Z,2014-12-31T15:00:00.000Z,2015-01-31T15:00:00.000Z,2015-02-28T15:00:00.000Z,2015-03-31T15:00:00.000Z,2015-04-30T15:00:00.000Z,2015-05-31T15:00:00.000Z,2015-06-30T15:00:00.000Z,2015-07-31T15:00:00.000Z,2015-08-31T15:00:00.000Z,2015-09-30T15:00:00.000Z,2015-10-31T15:00:00.000Z,2015-11-30T15:00:00.000Z,2015-12-31T15:00:00.000Z,2016-01-31T15:00:00.000Z,2016-02-29T15:00:00.000Z,2016-03-31T15:00:00.000Z,2016-04-30T15:00:00.000Z,2016-05-31T15:00:00.000Z,2016-06-30T15:00:00.000Z,2016-07-31T15:00:00.000Z,2016-08-31T15:00:00.000Z,2016-09-30T15:00:00.000Z,2016-10-31T15:00:00.000Z,2016-11-30T15:00:00.000Z,2016-12-31T15:00:00.000Z,2017-01-31T15:00:00.000Z,2017-02-28T15:00:00.000Z,2017-03-31T15:00:00.000Z,2017-04-30T15:00:00.000Z,2017-05-31T15:00:00.000Z,2017-06-30T15:00:00.000Z,2017-07-31T15:00:00.000Z,2017-08-31T15:00:00.000Z,2017-09-30T15:00:00.000Z,2017-10-31T15:00:00.000Z,2017-11-30T15:00:00.000Z,2017-12-31T15:00:00.000Z,2018-01-31T15:00:00.000Z,2018-02-28T15:00:00.000Z,2018-03-31T15:00:00.000Z,2018-04-30T15:00:00.000Z,2018-05-31T15:00:00.000Z,2018-06-30T15:00:00.000Z,2018-07-31T15:00:00.000Z,2018-08-31T15:00:00.000Z,2018-09-30T15:00:00.000Z,2018-10-31T15:00:00.000Z,2018-11-30T15:00:00.000Z,2018-12-31T15:00:00.000Z,2019-01-31T15:00:00.000Z,2019-02-28T15:00:00.000Z,2019-03-31T15:00:00.000Z,2019-04-30T15:00:00.000Z,2019-05-31T15:00:00.000Z,2019-06-30T15:00:00.000Z,2019-07-31T15:00:00.000Z,2019-08-31T15:00:00.000Z,2019-09-30T15:00:00.000Z,2019-10-31T15:00:00.000Z,2019-11-30T15:00:00.000Z,2019-12-31T15:00:00.000Z,2020-01-31T15:00:00.000Z,2020-02-29T15:00:00.000Z,2020-03-31T15:00:00.000Z,2020-04-30T15:00:00.000Z,2020-05-31T15:00:00.000Z,2020-06-30T15:00:00.000Z,2020-07-31T15:00:00.000Z,2020-08-31T15:00:00.000Z,2020-09-30T15:00:00.000Z,2020-10-31T15:00:00.000Z,2020-11-30T15:00:00.000Z,2020-12-31T15:00:00.000Z,2021-01-31T15:00:00.000Z,2021-02-28T15:00:00.000Z,2021-03-31T15:00:00.000Z,2021-04-30T15:00:00.000Z,2021-05-31T15:00:00.000Z,2021-06-30T15:00:00.000Z,2021-07-31T15:00:00.000Z,2021-08-31T15:00:00.000Z,2021-09-30T15:00:00.000Z,2021-10-31T15:00:00.000Z,2021-11-30T15:00:00.000Z,2021-12-31T15:00:00.000Z,2022-01-31T15:00:00.000Z,2022-02-28T15:00:00.000Z,2022-03-31T15:00:00.000Z,2022-04-30T15:00:00.000Z,2022-05-31T15:00:00.000Z,2022-06-30T15:00:00.000Z,2022-07-31T15:00:00.000Z,2022-08-31T15:00:00.000Z,2022-09-30T15:00:00.000Z,2022-10-31T15:00:00.000Z,2022-11-30T15:00:00.000Z,2022-12-31T15:00:00.000Z,2023-01-31T15:00:00.000Z,2023-02-28T15:00:00.000Z,2023-03-31T15:00:00.000Z,2023-04-30T15:00:00.000Z,2023-05-31T15:00:00.000Z,2023-06-30T15:00:00.000Z,2023-07-31T15:00:00.000Z,2023-08-31T15:00:00.000Z,2023-09-30T15:00:00.000Z,2023-10-31T15:00:00.000Z,2023-11-30T15:00:00.000Z,2023-12-31T15:00:00.000Z,2024-01-31T15:00:00.000Z,2024-02-29T15:00:00.000Z,2024-03-31T15:00:00.000Z,2024-04-30T15:00:00.000Z,2024-05-31T15:00:00.000Z,2024-06-30T15:00:00.000Z,2024-07-31T15:00:00.000Z
성북동,성북구,773.41,794.74,816.05,837.38,858.69,871.18,883.64,896.12,908.59,897.61,886.67,875.67,864.73,853.73,842.79,831.8,882.37,812.03,839.28,866.57,893.85,921.11,1001.75,1006.05,1106.71,1120.06,1132.08,1133.11,1134.12,1135.74,1137.35,1138.98,1140.58,1142.22,1790.86,1794.25,1797.62,1801.02,1804.39,1807.78,1808.24,1989.23,1986.22,1983.68,1981.12,1978.58,1807.34,1820.48,1833.63,1846.78,1859.94,1873.08,1886.23,1899.39,1912.54,1925.68,1938.84,1952.52,1966.19,1979.88,1993.55,2007.22,2122.41,2123.01,2112.34,2101.66,2090.98,2080.32,2090.62,2100.93,2111.23,2122.86,2121.1,2119.35,2091.76,2069.8,2047.82,2047.26,2046.71,2046.14,2049.05,2066.39,2067.74,2069.08,2070.42,2071.77,2075.87,2079.95,2080.57,2081.18,2081.81,2086.76,2091.7,2096.66,2104.12,2111.72,2119.3,2126.9,2173.24,2165.01,2170.1,2167.22,2164.79,2163.44,2162.1,2160.01,2183.04,2188.72,2194.39,2200.07,2205.76,2209.45,2194.48,2208.65,2222.66,2241.58,2261.22,2280.87,2300.51,2320.15,2343.23,2366.3,2371.03,2376.73,2382.43,2415.84,2444.28,2474.4,2504.7,2518.5,2532.3,2543.2,2555.95,2568.7,2579.68,2590.66,2601.63,2612.62,2611.56,2610.51,2609.46,2608.41,2607.36,2607.66,2610.74,2615.07,2619.41,2623.74,2628.06,2632.39,2639.05,2638.84,2639.03,2639.22,2688.3,2737.38,2788,2837.05,2886.11,2902.82,2919.42,2936.27,2954.12,2971.98,2989.82,3003.18,3016.55,3029.92,3043.28,3054.75,3066.22,3077.69,3083.61,3089.55,3095.47,3101.4,3107.32,3113.26,3119.18,3074.64,3030.11,2985.57,2990,2994.44,2998.87,3003.3,3007.73,3012.16,3016.59,3021.03,3024.77,3028.51,3032.25,3035.99,3039.73,3043.47,3047.21,3050.96,3054.7,3054.7
성북동1가,성북구,733.09,732.54,731.97,731.42,730.85,730.3,729.73,729.18,728.61,728.06,727.49,726.94,726.37,725.8,725.25,724.68,724.13,723.56,723.01,722.44,721.89,721.32,720.77,720.2,719.63,719.08,718.51,717.96,717.39,716.84,716.27,715.72,715.15,714.6,714.03,713.46,712.91,712.34,711.79,711.22,710.67,710.1,709.55,708.98,708.43,707.86,707.29,706.74,706.17,705.62,705.05,704.5,703.93,703.38,702.81,702.26,701.69,701.14,700.57,700,699.45,698.88,698.33,697.76,697.21,696.64,696.09,695.52,694.97,694.4,693.83,693.28,692.71,692.16,691.59,691.04,690.47,689.92,689.35,688.8,683.34,702.74,722.14,741.54,760.94,780.35,799.75,819.15,838.55,857.95,877.35,896.76,916.16,935.56,954.96,974.37,993.78,1013.18,1032.58,1051.98,1071.39,1090.78,1110.19,1129.59,1148.99,1168.39,1187.79,1207.2,1226.6,1246,1265.4,1284.81,1304.2,1323.61,1533.31,1549.58,1565.85,1582.12,1598.39,1614.66,1726.39,1741.83,1757.27,1772.71,1788.14,1803.59,1819.04,1834.48,1849.92,1865.36,1880.79,1896.23,1913.76,1931.66,1949.59,1974.43,1991.6,2008.79,2025.97,2043.15,2060.34,2066.66,2069.93,2073.19,2076.46,2079.73,2082.99,2086.25,2088.34,2090.42,2092.5,2094.59,2096.67,2098.75,2100.84,2102.92,2101.66,2100.4,2099.13,2097.87,2096.6,2095.06,2093.52,2091.97,2090.43,2088.89,2087.34,2085.8,2084.26,2082.71,2081.17,2079.91,2078.65,2077.38,2076.12,2074.86,2073.6,2072.33,2071.07,2069.81,2068.54,2067.28,2066.47,2065.65,2064.84,2064.02,2063.2,2062.39,2061.58,2060.76,2059.95,2059.95,2059.95,2059.95,2059.95,2059.95,2059.95,2059.95,2059.95,2059.95
안암동1가,성북구,1390.67,1442.46,1478.31,1466.11,1487.22,1526.67,1539.51,1552.35,1551.87,1518.49,1485.11,1451.73,1418.34,1384.96,1403.57,1408.02,1407.23,1414.47,1421.71,1422.96,1483.66,1455.99,1427.04,1477.14,1487.48,1497.82,1453.77,1425.78,1397.78,1400.26,1409.68,1419.09,1428.51,1437.93,1404.84,1429.8,1424.05,1460.83,1468.72,1462.08,1455.44,1430.95,1422.41,1412.42,1381.65,1395.67,1409.69,1428.56,1412.23,1406.78,1382.47,1364.69,1366.6,1368.52,1376.07,1369.68,1363.29,1356.88,1350.5,1344.7,1338.92,1333.12,1321.69,1324.03,1326.4,1355.47,1373.91,1349.27,1347.84,1346.23,1339.46,1350.88,1353.51,1396.88,1403.68,1325.04,1309.51,1342.06,1338.77,1335.46,1362.57,1351.69,1402.09,1395.47,1406.02,1421.63,1433.98,1406.17,1440.54,1464.9,1520.15,1500.66,1467.24,1450.12,1480.55,1515.42,1503.9,1492.37,1478.67,1506.61,1512.74,1523.56,1561.62,1505.85,1565.75,1592.13,1554.94,1556.92,1545.12,1533.32,1564.63,1595.93,1627.24,1587.06,1620.95,1559.55,1562.53,1575.47,1593.13,1601.58,1691.89,1680.39,1743.75,1876.88,1823.93,1846.65,1854.1,1906.63,1949.02,1994.86,2006.74,1971.87,1936.98,1853.65,1770.32,1958.11,2013.91,2044.57,2083.59,2122.62,2135.22,2147.84,2179.34,2201.32,2227.79,2219.45,2267.82,2316.17,2364.52,2404.05,2537.9,2667.54,2703.91,2740.3,2776.68,2912.53,2939.58,3034.06,2998.02,2981.52,2965.05,3004.26,3043.47,3082.68,3121.89,3161.1,3176.28,3191.45,3201.63,3211.8,3221.98,3208.66,3195.34,3182.04,3168.72,3155.42,3142.1,3128.79,3115.48,3102.17,3088.86,3075.55,3062.24,3048.93,3035.62,3017.48,2999.37,2981.23,2973.71,2966.18,2958.67,2951.14,2943.61,3052.39,3012.5,2972.62,2976.74,2980.84,3081.4,3081.4
안암동2가,성북구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1044.42,1047.5,1050.58,1053.75,1056.83,1059.92,1063,1066.08,1069.25,1072.33,1075.42,1078.5,1081.58,1084.75,1087.83,1090.92,1094,1097.08,1100.17,1103.33,1106.42,1109.5,1112.58,1115.67,1118.83,1121.92,1125,1127,1128.92,1130.92,1132.83,1134.83,1136.75,1138.75,1140.67,1142.67,1144.58,1146.58,1148.5,1150.5,1152.42,1154.42,1156.33,1158.33,1160.25,1162.25,1164.17,1166.17,1168.08,1170.08,1172,1174,1175.92,1177.92,1179.83,1181.83,1183.75,1185.75,1187.67,1189.67,1191.58,1193.58,1195.5,1197.5,1199.42,1201.42,1203.33,1205.33,1207.25,1209.25,1211.17,1213.17,1215.08,1217.08,1219,1221,1222.92,1224.92,1226.83,1228.83,1230.75,1232.75,1234.67,1236.67,1238.58,1240.58,1242.5,1244.5,1246.42,1248.42,1250.33,1252.33,1254.25,1256.25,1258.17,1260.17,1262.08,1264.08,1266,1268,1269.92,1271.92,1273.83,1275.83,1277.75,1277.75,1277.75,1277.75,1277.75,1277.75,1277.75,1277.75,1277.75,1277.75,1277.75,1277.75,1277.75,1277.75,1277.75,1277.75,1277.75,1277.75,1277.75,1277.75,1277.75,1277.75,1277.75,1277.75,1277.75,1277.75,1277.75,1277.75,1277.75,1277.75,1277.75,1277.75,1277.75,1277.75,1277.75,1277.75,1277.75,1277.75,1277.75,1277.75
안암동3가,성북구,918.33,941.19,955.41,976.54,1042.89,1058.72,1067.15,1074.95,1080.13,1076.61,1073.42,1073.08,1072.74,1072.4,1070.87,1070.41,1070.18,1069.81,1068.05,1062.47,1060.43,1058.41,1056.41,1054.92,1053.16,1051.13,1048.18,1044.27,1039.31,1034.35,1029.39,1025.19,1020.99,1018.46,1016.29,1014.08,1011.87,1009.64,1005.72,1003.19,1000.65,996.72,994,990.83,987.98,985.3,982.41,980.17,977.73,975.29,972.87,969.7,966.57,964.41,962.27,958.35,955.32,951.05,946.78,941.86,936.71,931.8,926.89,922.78,917.94,914.48,913.97,913.53,913.4,913.26,912.79,914.08,915.38,916.31,917.54,918.53,921.41,920.33,919.89,926.21,926.66,927.57,927.77,928.37,929.6,935.96,931.59,933.65,935.73,936.99,940.89,946.96,953.34,960.04,965.02,968.91,972.79,976.36,980.4,985.03,985.47,989.31,991.57,993.84,997.04,1000.71,1005.58,1011.96,1018.17,1024.52,1029.33,1034.39,1039.46,1043.43,1063.37,1065.68,1068.05,1071.54,1074.99,1078.6,1087.71,1096.64,1104.32,1110.74,1122.31,1133.03,1144.43,1153.21,1166.75,1177.76,1193.27,1190.66,1200.77,1215.97,1227.51,1239.03,1251.02,1263.89,1276.76,1291.63,1302.53,1317.49,1326.31,1347.4,1378.51,1406.23,1424.17,1448.27,1472.36,1497.01,1528.23,1559.18,1590.31,1621.44,1648.65,1663.45,1678.91,1689.74,1700.58,1710.38,1698.44,1706.09,1712.01,1717.94,1722.75,1726.86,1731.61,1734.21,1736.81,1738.96,1741.12,1737.94,1736.86,1735.77,1734.41,1732.63,1730.86,1728.69,1726.53,1724.37,1722.2,1720.04,1717.61,1715.17,1712.74,1711.6,1710.45,1710.24,1710.03,1709.82,1709.62,1709.4,1709.2,1708.99,1708.94,1708.96,1708.98,1709,1709,1709
안암동4가,성북구,677.14,684.91,692.65,700.41,708.17,715.92,723.68,729.21,734.73,740.24,743.92,747.59,751.27,754.94,758.61,762.29,765.97,769.64,773.3,776.99,780.66,784.33,788.01,791.68,795.36,799.04,802.7,802.6,802.49,802.38,802.29,802.19,802.08,801.98,801.87,801.77,801.66,801.56,801.46,801.35,801.09,800.8,800.54,800.27,799.99,799.72,799.46,799.18,798.92,798.65,798.37,798.1,797.83,797.56,797.3,797.01,796.76,796.48,792.66,788.82,784.99,781.16,777.33,773.5,769.67,765.84,762,758.18,754.36,750.53,746.69,742.86,739.66,760.33,780.99,781.11,781.24,781.35,781.46,781.59,782.06,782.13,782.76,783.4,792.59,801.79,811.01,820.22,829.46,839.22,848.98,858.69,868.41,872.03,875.65,879.28,882.91,886.53,884.78,888.32,891.85,895.4,898.93,902.47,906,909.54,913.08,916.62,920.15,923.7,927.23,930.77,933.76,937.13,940.5,943.89,947.26,950.63,954.01,957.39,960.76,964.14,968.19,975.33,982.21,989.1,995.98,1003.89,1011.81,1019.72,1027.64,1035.56,1043.47,1051.38,1059.61,1067.84,1076.07,1083.94,1091.8,1099.64,1107.51,1115.37,1123.23,1132.46,1142.35,1152.23,1164,1175.79,1187.58,1199.37,1211.15,1222.94,1233.88,1244.82,1253.37,1261.94,1256.06,1249.18,1242.28,1234.1,1225.92,1217.74,1209.56,1200.77,1191.99,1183.21,1173.77,1164.33,1154.87,1145.33,1135.77,1126.22,1126.78,1127.35,1127.92,1128.49,1129.06,1129.62,1130.19,1130.75,1131.32,1131.89,1132.46,1133.03,1133.59,1134.16,1134.72,1135.29,1135.85,1136.42,1137.07,1137.73,1138.38,1139.03,1139.68,1139.68,1139.68,1139.68,1139.68,1139.68
장위동,성북구,962.52,995.18,1017.69,1035.43,1051.09,1075.44,1054.84,1035.38,1066.2,1091.22,1117.04,1142.87,1126.42,1204.66,1194.87,1215.13,1199.31,1217.1,1227.76,1240.86,1283.2,1304.16,1292.97,1280.51,1271.53,1262.55,1250.81,1239.83,1228.83,1211.76,1202.55,1197.02,1191.5,1201.18,1207.96,1210.38,1216.18,1219.48,1219.63,1215.7,1225.52,1214.74,1205.26,1207.96,1211.64,1214.7,1213.2,1208.29,1201.58,1195.14,1190.2,1182.58,1165.04,1147.51,1145.09,1142.67,1140.39,1138.11,1139.13,1166.71,1143.18,1119.66,1115.1,1133.67,1106.28,1111.02,1118.89,1127.52,1129.27,1151.33,1120.85,1148.26,1150.44,1145.61,1141.63,1148.23,1147.99,1147.77,1138.03,1148.19,1152.11,1162.74,1153.79,1146.32,1160.56,1161.48,1150.26,1168.61,1174.39,1201.29,1207.35,1212.43,1227.03,1308.07,1293.61,1302.4,1298.3,1300.26,1300.32,1298.45,1307.28,1325.81,1333.82,1338.91,1340.07,1353.05,1389.29,1383.36,1377.43,1418.19,1500.11,1484.02,1495.19,1509.13,1530.18,1541.25,1541.93,1509.47,1567.57,1575.1,1612.52,1628.19,1694.85,1729.27,1764.52,1769.94,1859.85,1942.42,1985.12,2000.94,1991.59,1993.12,1978.2,1993.55,2014.11,2047.62,2075.97,2119.48,2180.52,2252.62,2279.48,2311.52,2458.56,2523.41,2577.81,2604.28,2640.08,2666.63,2685.11,2741.06,2810.94,2856.6,2896.15,2963.17,2989.9,3035.36,3049.28,3062.21,3075.81,3089.19,3106.08,3123.85,3110.57,3123.3,3134.56,3135.95,3085.79,3036.02,2986.18,3007.26,3020.85,2980.13,2975.39,2930.9,2873.42,2829.07,2770.21,2704.36,2661.31,2609.05,2591.27,2602.1,2637.82,2635.89,2676.71,2674.41,2769.15,2810.48,2845.61,2856.61,2854.66,2844.5,2837.35,2841.92,2856.44,2888.5,2901.01,2934.62,2961.03,2961.03
정릉동,성북구,980.9,994.3,1021.74,1052.84,1080.27,1088.07,1070.44,1090.54,1081.12,1071.29,1036.02,1024.19,1014.38,1008.29,1017.19,1025.12,1032.86,1037.07,1040.48,1063.27,1068.33,1067.9,1063.18,1053.95,1050.99,1067.82,1073.58,1049.4,1043.69,1031.12,1022.32,1010.46,1008.73,1021,1028.04,1037.07,1047.83,1056.77,1062.46,1056.67,1046.09,1049.49,1053.04,1055.99,1053.36,1043.83,1029.33,1033,1036.54,1029.22,1034.43,1022.28,1012.91,1005.77,993.33,986.39,989.87,986.04,980.67,977.89,973.65,981.59,981.43,986.39,994.07,988.82,989.24,991.86,1001.35,1015.01,1018.56,1011.04,1015.84,1020.14,1021.88,1026.38,1026.95,1025.42,1033.52,1034.3,1040.06,1032.9,1035.88,1036.09,1043.25,1046.69,1052.8,1065.48,1079.15,1091.68,1103.87,1119.17,1132.35,1126.33,1137.28,1135.15,1140.43,1134.78,1137.13,1144.9,1156.89,1160.32,1173.28,1186.28,1203.48,1208.12,1212.78,1211.26,1202.28,1200.23,1212.15,1219.43,1222.51,1230.53,1241.03,1240.49,1252.49,1255.78,1266.27,1266.18,1267.8,1271.97,1280.54,1302.63,1305.77,1318.36,1325.81,1356.18,1437.34,1482.2,1473.13,1473.46,1481.89,1471.36,1470.8,1467.01,1467.46,1479.27,1492.05,1498.42,1517,1527.51,1544.77,1566,1600.61,1655.13,1679.97,1706.87,1735.55,1798.74,1936.94,2013.7,2035.77,2070.77,2093.5,2130.11,2167.09,2179.85,2206.86,2226.55,2252.12,2280.76,2310.84,2341.58,2354.41,2366.83,2324.97,2277.48,2275.54,2273.77,2270.48,2252.43,2234,2211.21,2173.11,2134.09,2121.84,2097.62,2074.75,2053.74,2036.76,2012.9,2008.66,2017.1,2011.52,2008.6,2008.57,2025.04,2035.84,2028.32,2023.79,2012.2,1996.62,1992.66,2004.46,2012.29,2010.39,2024.66,2033.08,2033.08
종암동,성북구,1178.25,1186.19,1203.88,1242.54,1280.22,1282.58,1300.87,1272.94,1253.83,1227.08,1196.84,1178.32,1164.95,1161.54,1181.45,1198.8,1187.76,1196.12,1203.94,1221.35,1246.7,1234.53,1239.82,1222.83,1224.93,1243.13,1243.09,1232.77,1215.01,1195.42,1191.91,1152.39,1201.67,1209.72,1216.84,1223.68,1231.55,1285.57,1291.07,1297.42,1283.99,1283.79,1292.8,1293,1287.21,1291.26,1275.92,1267.16,1265.76,1259.73,1242.75,1237.02,1236.35,1226.2,1209.27,1197.15,1188.36,1186.97,1203.36,1192.84,1198.92,1199.11,1203.34,1199.14,1214.78,1200.49,1207.55,1209.02,1213.66,1220.97,1215.72,1220.73,1240.34,1235.55,1250.83,1253.4,1259.52,1257.28,1254.86,1263.2,1269.85,1261.43,1265.26,1263.07,1275.98,1278.1,1283.71,1299.23,1313.29,1311.23,1329.78,1352.59,1372.57,1390.11,1391.89,1391.07,1388.47,1390.93,1394.66,1384.22,1394.81,1402.82,1410.74,1419.08,1433.93,1444.47,1456.72,1454.25,1456.82,1442.3,1437.92,1441.94,1455.91,1466.86,1482.4,1506.28,1498.88,1520.87,1516.98,1525.85,1550.16,1551.51,1586.64,1628.65,1667,1674.87,1726.63,1787.69,1850.05,1897.21,1898.06,1893.22,1889.44,1897.09,1907.51,1917.76,1920.13,1940.54,1977.17,2008.05,2003.37,2053.25,2086.21,2185.27,2251.04,2310.42,2333.04,2351.1,2383.83,2428.82,2546.1,2630.55,2706.1,2773.2,2821.86,2861.12,2918.11,2935.67,2946.86,2967.98,2969.96,3003.81,3032.65,3063.08,3089.21,3095.32,3074.95,3041.97,2988.84,2937.17,2871.85,2928.3,2891.57,2854.51,2818.08,2778.94,2738.98,2696.25,2653.47,2610.7,2574.34,2539.57,2526.11,2525.3,2521.42,2547.97,2551.21,2566.34,2577.76,2581.77,2581.17,2568.06,2557.25,2569.98,2587.83,2599.85,2615.3,2628.55,2609.03,2609.03
하월곡동,성북구,1232.64,1260.59,1266.29,1267,1304.82,1328.92,1315.87,1325.25,1309.89,1293.45,1273.94,1249.94,1227.37,1215.34,1206.9,1217.21,1227.52,1256.69,1263.08,1284.34,1296.83,1282.48,1271.07,1268.05,1289.89,1274.73,1248.57,1240.79,1227.95,1212.46,1202.41,1198.24,1198.57,1207.56,1198.48,1221.66,1230.78,1262.28,1282.3,1262.77,1251.66,1240.59,1251.97,1250.15,1257.36,1245.66,1226.71,1212.82,1214.22,1220.85,1219.82,1196.58,1192.79,1176.75,1165.21,1155,1147.34,1154.59,1144.67,1142.9,1147.25,1143.46,1149.75,1144.49,1143.45,1134.02,1142.66,1144.5,1154.2,1174.94,1185.06,1183.01,1171.19,1180.28,1183.83,1191.3,1198.29,1188.14,1185.42,1197.27,1200.12,1199.44,1200.76,1201.28,1215.28,1221.58,1233.56,1251.63,1261.13,1266.57,1287.4,1298.53,1315.31,1326.79,1321.52,1314.3,1322.25,1312.02,1317.32,1306.27,1318.33,1309.36,1329.31,1330.14,1350.15,1356.39,1363.95,1368.64,1376.01,1372.78,1383.61,1380.14,1381.69,1394.38,1399.42,1416.42,1409.52,1417.8,1429.81,1436.72,1439.38,1453.77,1479.39,1509.69,1534.23,1566.83,1599.66,1651.76,1766.96,1739.04,1756.47,1761.94,1757.69,1741.94,1768.14,1754.77,1745.68,1755.85,1769.83,1810.51,1822.43,1845.83,1897.5,1916.14,1949.06,2019.56,2049.73,2074.96,2102.87,2159.5,2265.01,2397.34,2435.21,2428.55,2494.55,2522.13,2542.56,2587.36,2646.77,2665.59,2696.11,2732.65,2749.24,2788.29,2819.55,2808.73,2785.69,2759.16,2696.59,2680.17,2654.72,2618.5,2581.82,2538.55,2506.25,2473.43,2432.81,2398.38,2367.83,2350.36,2344.89,2355.09,2340.62,2322.1,2311.17,2333.3,2347.34,2356.93,2375.78,2365.06,2359.69,2347.41,2357.52,2362.31,2361.78,2355.64,2368.59,2382.3,2395.2,2395.2
가락동,송파구,1816.63,1833.9,1873.14,1885.97,1870.84,1849.27,1816.37,1807.04,1763.85,1717.67,1679.34,1631.77,1638.08,1675.07,1685.23,1720.59,1759.59,1801,1823.07,1843.47,1861.12,1862.89,1851.82,1827.25,1825.3,1821.35,1811.26,1775.42,1746.26,1728.39,1712.32,1704.77,1713.63,1723.72,1734.66,1755.79,1760.97,1755.19,1759.17,1744.49,1733.28,1727.66,1718.82,1722.72,1707.58,1704.06,1706.15,1671.13,1677.2,1659.97,1642.99,1649.76,1639.34,1622.77,1598.57,1587.53,1575.17,1577.05,1560.56,1574.94,1572.91,1561.04,1572.97,1571.8,1580.08,1576.27,1569.73,1575.77,1577.47,1586.8,1590.62,1582.5,1606.36,1617.43,1612.39,1617.93,1610.32,1613.83,1611.53,1620.49,1637.44,1635.18,1645.48,1642.46,1651.73,1652.14,2034.87,1942.67,2043.25,2091.26,2106.89,2103.41,2112.91,2129.56,2139.55,2144.19,2134.12,2137.14,2136.04,2133.55,2146.29,2167.97,2200.25,2231.79,2281.26,2316.52,2311.99,2315.43,2321.4,2317.38,2367.98,2386.52,2442.7,2472.71,2569.23,2641.09,2714,2747.89,2824.66,2902.02,3103.4,3259.41,3261.73,3302.14,3334.65,3353.03,3401.76,3482.73,3606.66,3615.3,3552.91,3462.61,3494.95,3441.61,3452.59,3441.52,3484.36,3591.61,3738.08,3858.49,3946.8,4028.39,4095.02,4233.36,4222.45,4222.93,4198.83,4138.98,4179.59,4315.36,4510.65,4605.48,4693.14,4742.13,4800.05,4914.08,5015.58,5020.19,4992.7,5003.52,5050.79,5150.28,5259.32,5301.65,5410.37,5352.22,5291.1,5286.47,5296.34,5225.29,5192.55,5088.3,5064.63,4982.57,4836.13,4726.46,4532.21,4526.27,4425.84,4306.06,4360.94,4392.86,4442.47,4500.06,4564.11,4636.14,4651.63,4709.54,4773.17,4788.73,4777.91,4698.15,4691.06,4714.76,4686.02,4735.18,4831.93,4903.63,4977.58,4977.58
